underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv,24h_high,24h_low,24h_vol,theta,delta,rho,gamma,vega
8746.75,SYN.BTC-28FEB20,1579545019893,open,0.01,32.3,0.0005,0.026,0.00953839,75.63,0.01,0.0,BTC-28FEB20-12500-C,8651.95,16818697264,"[[0.009, 17.3], [0.008, 66.0], [0.002, 5.6], [0.0005, 0.2]]",74.61,0.009,17.3,0.01,42.1,"[[0.01, 42.1], [0.0105, 23.0], [0.0115, 20.1], [0.0135, 0.1], [0.0165, 0.1], [0.017, 0.1], [0.0235, 2.8]]",76.48,0.01,0.01,0.9,-4.59562,0.09184,0.76051,8e-05,4.68652
8750.2,SYN.BTC-28FEB20,1579545095418,open,0.01,32.3,0.0005,0.026,0.0095731,75.63,0.01,0.0,BTC-28FEB20-12500-C,8656.09,16818705874,"[[0.009, 17.6], [0.008, 66.0], [0.002, 5.6], [0.0005, 0.2]]",74.55,0.009,17.6,0.01,42.1,"[[0.01, 42.1], [0.0105, 23.0], [0.0115, 20.1], [0.0135, 0.1], [0.0165, 0.1], [0.017, 0.1], [0.0235, 2.8]]",76.42,0.01,0.01,0.9,-4.60819,0.09211,0.76304,8e-05,4.69883
8745.87,SYN.BTC-28FEB20,1579545398534,open,0.01,32.3,0.0005,0.026,0.00952041,75.62,0.01,0.0,BTC-28FEB20-12500-C,8653.73,16818734886,"[[0.009, 17.1], [0.008, 66.0], [0.002, 5.6], [0.0005, 0.2]]",74.63,0.009,17.1,0.01,42.1,"[[0.01, 42.1], [0.0105, 23.0], [0.0115, 20.1], [0.0135, 0.1], [0.0165, 0.1], [0.017, 0.1], [0.0235, 2.8]]",76.5,0.01,0.01,0.9,-4.58983,0.09171,0.75931,8e-05,4.68085
8749.89,SYN.BTC-28FEB20,1579545474722,open,0.01,32.3,0.0005,0.026,0.00955261,75.61,0.01,0.0,BTC-28FEB20-12500-C,8657.37,16818742455,"[[0.009, 17.3], [0.008, 66.0], [0.002, 5.6], [0.0005, 0.2]]",74.56,0.009,17.3,0.01,42.1,"[[0.01, 42.1], [0.0105, 23.0], [0.0115, 20.1], [0.0135, 0.1], [0.0165, 0.1], [0.017, 0.1], [0.0235, 2.8]]",76.43,0.01,0.01,0.9,-4.60148,0.09198,0.76186,8e-05,4.69326
8747.77,SYN.BTC-28FEB20,1579545577801,open,0.01,32.3,0.0005,0.026,0.00952994,75.6,0.01,0.0,BTC-28FEB20-12500-C,8654.5,16818751974,"[[0.009, 17.3], [0.008, 66.0], [0.002, 5.6], [0.0005, 0.2]]",74.6,0.009,17.3,0.01,42.1,"[[0.01, 42.1], [0.0105, 23.0], [0.0115, 20.1], [0.0135, 0.1], [0.0165, 0.1], [0.017, 0.1], [0.0235, 2.8]]",76.47,0.01,0.01,0.9,-4.59355,0.0918,0.7602,8e-05,4.68523
8750.63,SYN.BTC-28FEB20,1579545663722,open,0.01,32.3,0.0005,0.026,0.00955238,75.59,0.01,0.0,BTC-28FEB20-12500-C,8657.83,16818758705,"[[0.009, 17.5], [0.008, 43.0], [0.0075, 24.0], [0.002, 5.6], [0.0005, 0.2]]",74.55,0.009,17.5,0.01,42.1,"[[0.01, 42.1], [0.0105, 23.0], [0.0115, 20.1], [0.0135, 0.1], [0.0165, 0.1], [0.017, 0.1], [0.0235, 2.8]]",76.42,0.01,0.01,0.9,-4.60169,0.09199,0.76199,8e-05,4.69392
8750.89,SYN.BTC-28FEB20,1579545741722,open,0.01,32.3,0.0005,0.026,0.009552,75.59,0.01,0.0,BTC-28FEB20-12500-C,8658.38,16818765048,"[[0.009, 17.6], [0.008, 43.0], [0.0075, 24.0], [0.002, 5.6], [0.0005, 0.2]]",74.55,0.009,17.6,0.01,42.1,"[[0.01, 42.1], [0.0105, 23.0], [0.0115, 20.1], [0.0135, 0.1], [0.0165, 0.1], [0.017, 0.1], [0.0235, 2.8]]",76.42,0.01,0.01,0.9,-4.60165,0.09199,0.76201,8e-05,4.69409
8748.94,SYN.BTC-28FEB20,1579545816722,open,0.01,32.3,0.0005,0.026,0.00953165,75.59,0.01,0.0,BTC-28FEB20-12500-C,8657.08,16818765048,"[[0.009, 17.6], [0.008, 43.0], [0.0075, 24.0], [0.002, 5.6], [0.0005, 0.2]]",74.58,0.009,17.6,0.01,42.1,"[[0.01, 42.1], [0.0105, 23.0], [0.0115, 20.1], [0.0135, 0.1], [0.0165, 0.1], [0.017, 0.1], [0.0235, 2.8]]",76.45,0.01,0.01,0.9,-4.59456,0.09183,0.76051,8e-05,4.68683
8748.4,SYN.BTC-28FEB20,1579545891722,open,0.01,32.3,0.0005,0.026,0.00952448,75.58,0.01,0.0,BTC-28FEB20-12500-C,8656.38,16818779521,"[[0.009, 17.1], [0.008, 43.0], [0.0075, 24.0], [0.002, 5.6], [0.0005, 0.2]]",74.59,0.009,17.1,0.01,42.1,"[[0.01, 42.1], [0.0105, 23.0], [0.0115, 20.1], [0.0135, 0.1], [0.0165, 0.1], [0.017, 0.1], [0.0235, 2.8]]",76.46,0.01,0.01,0.9,-4.59208,0.09177,0.76,8e-05,4.68442
