underlying_price,underlying_index,timestamp,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv,24h_high,24h_low,24h_vol,theta,delta,rho,gamma,vega
9117.98,SYN.BTC-25SEP20,1579545017880,open,0.15,135.5,0.106,0.211,0.15228526,75.82,0.147,0.0,BTC-25SEP20-12000-C,8652.38,16818697356,"[[0.1455, 9.0], [0.145, 10.0], [0.1445, 7.0], [0.1415, 10.3], [0.1125, 0.1]]",73.74,0.1455,9.0,0.1525,9.7,"[[0.1525, 9.7], [0.154, 10.0], [0.1545, 7.0], [0.157, 9.0], [0.17, 0.1]]",75.89,,,,-4.54221,0.44983,18.47534,7e-05,29.78021
9121.51,SYN.BTC-25SEP20,1579545094411,open,0.15,135.5,0.106,0.211,0.15246367,75.84,0.147,0.0,BTC-25SEP20-12000-C,8656.45,16818707897,"[[0.1455, 9.0], [0.145, 17.0], [0.1415, 10.7], [0.1125, 0.1]]",73.71,0.1455,9.0,0.1525,9.8,"[[0.1525, 9.8], [0.154, 10.0], [0.1545, 7.0], [0.157, 9.0], [0.17, 0.1]]",75.85,,,,-4.54562,0.45015,18.4912,7e-05,29.79466
9118.45,SYN.BTC-25SEP20,1579545396893,open,0.15,135.5,0.106,0.2115,0.15256732,75.91,0.147,0.0,BTC-25SEP20-12000-C,8653.66,16818735653,"[[0.1445, 7.0], [0.144, 10.0], [0.1435, 9.0], [0.1415, 10.3], [0.1125, 0.1]]",73.43,0.1445,7.0,0.1525,9.7,"[[0.1525, 9.7], [0.153, 10.0], [0.1545, 7.0], [0.157, 9.0], [0.17, 0.1]]",75.89,,,,-4.54793,0.45018,18.48031,7e-05,29.78478
9121.12,SYN.BTC-25SEP20,1579545473061,open,0.15,135.5,0.1065,0.2115,0.15268651,75.92,0.147,0.0,BTC-25SEP20-12000-C,8657.37,16818741713,"[[0.1445, 17.0], [0.1435, 9.0], [0.1415, 10.5], [0.1125, 0.1]]",73.41,0.1445,17.0,0.1525,9.7,"[[0.1525, 9.7], [0.153, 10.0], [0.1545, 7.0], [0.157, 9.0], [0.17, 0.1]]",75.86,,,,-4.55019,0.45041,18.49215,7e-05,29.79556
9122.82,SYN.BTC-25SEP20,1579545569745,open,0.15,135.5,0.1065,0.2115,0.15277862,75.93,0.147,0.0,BTC-25SEP20-12000-C,8656.06,16818751931,"[[0.1445, 7.0], [0.144, 10.0], [0.1435, 9.0], [0.1415, 10.1], [0.1125, 0.1]]",73.39,0.1445,7.0,0.1525,9.9,"[[0.1525, 9.9], [0.153, 10.0], [0.1545, 7.0], [0.157, 9.0], [0.17, 0.1]]",75.84,,,,-4.55195,0.45057,18.49984,7e-05,29.80257
9123.77,SYN.BTC-25SEP20,1579545663893,open,0.15,135.5,0.1065,0.2115,0.15282507,75.93,0.147,0.0,BTC-25SEP20-12000-C,8657.83,16818759184,"[[0.1445, 17.0], [0.1435, 9.0], [0.1415, 10.5], [0.1125, 0.1]]",73.38,0.1445,17.0,0.1525,9.9,"[[0.1525, 9.9], [0.1535, 10.0], [0.1545, 7.0], [0.157, 9.0], [0.17, 0.1]]",75.83,,,,-4.55285,0.45065,18.50403,7e-05,29.80639
9124.04,SYN.BTC-25SEP20,1579545739879,open,0.15,135.5,0.1065,0.2115,0.15284741,75.94,0.147,0.0,BTC-25SEP20-12000-C,8658.38,16818766879,"[[0.1445, 17.0], [0.1435, 9.0], [0.1415, 10.5], [0.1125, 0.1]]",73.38,0.1445,17.0,0.1525,9.9,"[[0.1525, 9.9], [0.153, 10.0], [0.1545, 7.0], [0.157, 9.0], [0.17, 0.1]]",75.83,,,,-4.55328,0.45069,18.50531,7e-05,29.80756
9121.59,SYN.BTC-25SEP20,1579545813893,open,0.15,135.5,0.1065,0.2115,0.15277273,75.94,0.147,0.0,BTC-25SEP20-12000-C,8657.08,16818773016,"[[0.1445, 7.0], [0.144, 10.0], [0.1435, 9.0], [0.1415, 10.3], [0.1125, 0.1]]",73.4,0.1445,7.0,0.1525,9.9,"[[0.1525, 9.9], [0.153, 10.0], [0.1545, 7.0], [0.157, 9.0], [0.17, 0.1]]",75.85,,,,-4.55197,0.45052,18.49472,7e-05,29.79793
9119.65,SYN.BTC-25SEP20,1579545889478,open,0.15,135.5,0.1065,0.2115,0.15271042,75.94,0.147,0.0,BTC-25SEP20-12000-C,8656.38,16818780625,"[[0.1445, 7.0], [0.144, 10.0], [0.1435, 9.0], [0.1405, 10.2], [0.1125, 0.1]]",73.42,0.1445,7.0,0.1515,10.3,"[[0.1515, 10.3], [0.153, 10.0], [0.1545, 7.0], [0.157, 9.0], [0.17, 0.1]]",75.57,,,,-4.55091,0.45039,18.48638,7e-05,29.79035
9108.11,SYN.BTC-25SEP20,1579572028632,open,0.15,135.5,0.1,0.202,0.14495998,73.72,0.147,0.0,BTC-25SEP20-12000-C,8637.59,16822031205,"[[0.142, 17.6], [0.1415, 7.0], [0.1405, 7.0], [0.14, 10.0], [0.137, 9.8], [0.1125, 0.1]]",72.81,0.142,17.6,0.1475,9.9,"[[0.1475, 9.9], [0.1485, 10.0], [0.15, 7.0], [0.155, 7.0], [0.17, 0.1]]",74.5,,,,-4.40008,0.44057,18.31211,7e-05,29.63337
9108.37,SYN.BTC-25SEP20,1579572098115,open,0.15,135.5,0.1,0.202,0.14496175,73.72,0.147,0.0,BTC-25SEP20-12000-C,8635.96,16822039046,"[[0.142, 17.6], [0.1415, 7.0], [0.1405, 7.0], [0.14, 10.0], [0.1365, 10.8], [0.1125, 0.1]]",72.81,0.142,17.6,0.1475,9.9,"[[0.1475, 9.9], [0.1485, 10.0], [0.15, 7.0], [0.155, 7.0], [0.17, 0.1]]",74.5,,,,-4.40012,0.44058,18.31306,7e-05,29.63426
9107.39,SYN.BTC-25SEP20,1579572167598,open,0.15,135.5,0.1,0.202,0.14491808,73.72,0.147,0.0,BTC-25SEP20-12000-C,8636.13,16822043620,"[[0.142, 17.6], [0.141, 7.0], [0.1405, 7.0], [0.14, 10.0], [0.1365, 10.6], [0.1125, 0.1]]",72.82,0.142,17.6,0.1475,9.9,"[[0.1475, 9.9], [0.1485, 10.0], [0.15, 7.0], [0.155, 7.0], [0.17, 0.1]]",74.51,,,,-4.3993,0.44049,18.30849,7e-05,29.63006
9106.79,SYN.BTC-25SEP20,1579572234893,open,0.15,135.5,0.1,0.202,0.14489178,73.71,0.147,0.0,BTC-25SEP20-12000-C,8636.0,16822045396,"[[0.142, 17.6], [0.141, 7.0], [0.1405, 7.0], [0.14, 10.0], [0.1365, 10.6], [0.1125, 0.1]]",72.83,0.142,17.6,0.1475,9.9,"[[0.1475, 9.9], [0.1485, 10.0], [0.15, 7.0], [0.155, 7.0], [0.17, 0.1]]",74.52,,,,-4.39882,0.44044,18.30569,7e-05,29.6275
9106.95,SYN.BTC-25SEP20,1579572312893,open,0.15,135.5,0.1,0.202,0.14489262,73.71,0.147,0.0,BTC-25SEP20-12000-C,8637.02,16822052498,"[[0.142, 17.6], [0.1415, 7.0], [0.1405, 7.0], [0.14, 10.0], [0.1365, 10.7], [0.1125, 0.1]]",72.82,0.142,17.6,0.1475,9.9,"[[0.1475, 9.9], [0.1485, 10.0], [0.15, 7.0], [0.155, 7.0], [0.17, 0.1]]",74.51,,,,-4.39884,0.44045,18.30629,7e-05,29.62805
9106.69,SYN.BTC-25SEP20,1579572381105,open,0.15,135.5,0.1,0.202,0.14487888,73.71,0.147,0.0,BTC-25SEP20-12000-C,8636.24,16822053467,"[[0.142, 17.6], [0.141, 7.0], [0.1405, 7.0], [0.14, 10.0], [0.1365, 10.5], [0.1125, 0.1]]",72.83,0.142,17.6,0.1475,9.9,"[[0.1475, 9.9], [0.148, 10.0], [0.15, 7.0], [0.155, 7.0], [0.17, 0.1]]",74.52,,,,-4.39858,0.44042,18.30499,7e-05,29.62687
9108.87,SYN.BTC-25SEP20,1579572451595,open,0.15,135.5,0.1,0.202,0.14494535,73.71,0.147,0.0,BTC-25SEP20-12000-C,8638.43,16822063270,"[[0.142, 17.6], [0.1415, 7.0], [0.1405, 7.0], [0.14, 10.0], [0.1365, 10.8], [0.1125, 0.1]]",72.81,0.142,17.6,0.148,10.8,"[[0.148, 10.8], [0.1485, 10.0], [0.15, 7.0], [0.155, 7.0], [0.17, 0.1]]",74.65,,,,-4.39983,0.44057,18.31446,7e-05,29.63557
9112.36,SYN.BTC-25SEP20,1579572523095,open,0.15,135.5,0.1,0.202,0.14505261,73.71,0.147,0.0,BTC-25SEP20-12000-C,8641.61,16822067897,"[[0.142, 17.6], [0.1415, 7.0], [0.1405, 7.0], [0.14, 10.0], [0.137, 10.1], [0.1125, 0.1]]",72.77,0.142,17.6,0.148,10.8,"[[0.148, 10.8], [0.1485, 10.0], [0.15, 7.0], [0.155, 7.0], [0.17, 0.1]]",74.61,,,,-4.40182,0.44081,18.32972,7e-05,29.64959
9113.91,SYN.BTC-25SEP20,1579572597893,open,0.15,135.5,0.1,0.2025,0.14510971,73.71,0.147,0.0,BTC-25SEP20-12000-C,8642.56,16822078069,"[[0.142, 17.6], [0.1415, 7.0], [0.1405, 7.0], [0.14, 10.0], [0.137, 10.2], [0.1125, 0.1]]",72.76,0.142,17.6,0.148,10.8,"[[0.148, 10.8], [0.1485, 10.0], [0.15, 7.0], [0.155, 7.0], [0.17, 0.1]]",74.6,,,,-4.4029,0.44093,18.33663,7e-05,29.65593
9112.85,SYN.BTC-25SEP20,1579572664072,open,0.15,135.5,0.1,0.202,0.1450686,73.71,0.147,0.0,BTC-25SEP20-12000-C,8641.5,16822078404,"[[0.142, 17.6], [0.1415, 7.0], [0.1405, 7.0], [0.14, 10.0], [0.137, 9.9], [0.1125, 0.1]]",72.77,0.142,17.6,0.148,10.8,"[[0.148, 10.8], [0.1485, 10.0], [0.15, 7.0], [0.155, 7.0], [0.17, 0.1]]",74.61,,,,-4.40214,0.44085,18.33178,7e-05,29.65149
9122.22,SYN.BTC-25SEP20,1579572733557,open,0.15,135.5,0.1005,0.2025,0.14534413,73.7,0.147,0.0,BTC-25SEP20-12000-C,8651.62,16822097836,"[[0.142, 17.6], [0.1415, 7.0], [0.1405, 17.0], [0.1125, 0.1]]",72.67,0.142,17.6,0.149,10.0,"[[0.149, 10.0], [0.1505, 7.0], [0.155, 7.0], [0.17, 0.1]]",74.82,,,,-4.4072,0.44148,18.37265,7e-05,29.68896
9123.46,SYN.BTC-25SEP20,1579572802033,open,0.15,135.5,0.1005,0.2025,0.14541653,73.71,0.147,0.0,BTC-25SEP20-12000-C,8652.35,16822108448,"[[0.142, 17.6], [0.1415, 7.0], [0.1405, 17.0], [0.1125, 0.1]]",72.66,0.142,17.6,0.1485,10.0,"[[0.1485, 10.0], [0.1505, 7.0], [0.155, 7.0], [0.17, 0.1]]",74.66,,,,-4.40861,0.44161,18.37855,7e-05,29.69437
9127.36,SYN.BTC-25SEP20,1579572873893,open,0.15,135.5,0.1005,0.2025,0.14553032,73.71,0.147,0.0,BTC-25SEP20-12000-C,8654.46,16822117852,"[[0.142, 17.6], [0.1415, 7.0], [0.1405, 17.0], [0.1375, 10.4], [0.1125, 0.1]]",72.62,0.142,17.6,0.1485,10.2,"[[0.1485, 10.2], [0.149, 10.0], [0.1505, 7.0], [0.155, 7.0], [0.17, 0.1]]",74.62,,,,-4.41071,0.44187,18.39551,7e-05,29.70989
